Restaurants,,,,,,,,,,
Jersey Mike's Subs,18119 E Valley Hwy,Kent,WA,98032,(425) 251-8055,"Subs,Sandwiches,Soup,Deli,American",1,4.5,Open Daily 10:00 AM-9:00 PM,"http://www.jerseymikes.com/
"
Pizza Hut,13003 SE Kent Kangley Rd,Kent,WA,98030,(253) 639-5560,"Pizza,American,Fast Food,Cafe,Halal",1,2.5,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.pizzahut.com/
"
Pho To Chau Vietnamese Restaurant,18230 E Valley Hwy,Kent,WA,98032,(425) 251-8448,"Pho,Vietnamese,Asian,Noodle Bar,Chinese",1,3,Open Daily 9:00 AM-9:00 PM,"http://www.photochau.com/
"
Applebee's,10407 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 983-8884,"Grill,American,Burgers,Steak,Pub Food",2,4.5,"Mon-Fri 11:00 AM-11:59 PM; Sat-Sun 12:00 AM-1:00 AM, 11:00 AM-11:59 PM","http://www.applebees.com
"
Panera Bread,5618 Lakewood Towne Center Blvd SW,Lakewood,WA,98499,(253) 588-4669,"American,Sandwiches,Soup,Bakery",1,4,Mon-Thu 6:00 AM-9:00 PM; Fri-Sat 6:00 AM-10:00 PM; Sun 7:00 AM-9:00 PM,"http://www.panerabread.com
"
Starbucks,10314 S Tacoma Way,Lakewood,WA,98499,(253) 984-0898,"Cafe,Coffee,Tea",1,3.5,Mon-Fri 4:00 AM-9:00 PM; Sat-Sun 5:00 AM-9:00 PM,"http://www.starbucks.com
"
Carl's Jr.,6125 Main St SW,Lakewood,WA,98499,(253) 584-1111,"Fast Food,Burgers",1,2.5,Mon-Thu 6:00 AM-11:00 PM; Fri-Sat 6:00 AM-11:59 PM; Sun 6:00 AM-11:00 PM,"http://www.carlsjr.com/
"
Five Guys Burgers & Fries,5605 Lakewood Towne Center Blvd SW,Lakewood,WA,98499,(253) 582-4897,"Burgers,American,Fast Food,Hot Dogs,Sandwiches",1,4,Open Daily 11:00 AM-10:00 PM,"http://www.fiveguys.com/
"
Galloping Gerties Restaurant,15417 Union Ave SW,Lakewood,WA,98498,(253) 584-4848,"Grill,American,Contemporary,Cafe",1,4,"Open Daily 12:00 AM-2:00 AM, 6:00 AM-11:59 PM","http://www.gerties.comcastbiz.net/
"
Kyoto Japanese Restaurant,8722 S Tacoma Way,Lakewood,WA,98499,(253) 581-7229,"Japanese,Sushi,Asian,Cafe,Raw",2,4.5,Mon-Fri 11:00 AM-10:00 PM; Sat-Sun 12:00 PM-10:00 PM,"http://www.sushikyoto.com/
"
Great India Cuisine,9518 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 581-1333,"Indian,Asian,Pakistani,Cafe,Middle Eastern",2,3,"Mon-Thu 11:00 AM-2:30 PM, 4:00 PM-9:00 PM; Fri 11:00 AM-2:30 PM, 4:00 PM-9:30 PM; Sat 12:00 PM-3:00 PM, 4:00 PM-9:30 PM; Sun 12:00 PM-3:00 PM, 4:00 PM-9:00 PM","http://www.greatcuisineofindia.com/
"
Taco Bell,9511 Bridgeport Way SW,Lakewood,WA,98499,(253) 983-9601,"Fast Food,Mexican",1,3,"Mon-Fri 12:00 AM-1:00 AM, 10:00 AM-11:59 PM; Sat-Sun 12:00 AM-2:00 AM, 10:00 AM-11:59 PM","http://www.tacobell.com
"
Ram Restaurant & Brewery,10019 59th Ave SW,Lakewood,WA,98499,(253) 584-3191,"American,Pub Food,International,Seafood,Burgers",2,3.5,Open Daily 11:00 AM-11:00 PM,"http://www.theram.com/
"
Dairy Queen,10104 S Tacoma Way,Lakewood,WA,98499,(253) 584-3824,"Ice Cream,Burgers,Fast Food",1,1,Mon-Thu 10:30 AM-10:00 PM; Fri-Sat 10:30 AM-11:00 PM; Sun 10:30 AM-10:00 PM,"http://www.dairyqueen.com
"
Burger King,5901 100th St SW,Lakewood,WA,98499,(253) 584-2129,"Fast Food,Burgers",1,3,"Mon 12:00 AM-1:00 AM, 6:00 AM-11:00 PM; Tue-Fri 6:00 AM-11:00 PM; Sat 6:00 AM-11:59 PM; Sun 12:00 AM-1:00 AM, 6:00 AM-11:59 PM","http://www.burgerking.com
"
Subway,7701 Steilacoom Blvd SW,Lakewood,WA,98498,(253) 584-6379,"Fast Food,Sandwiches,Subs",1,4.5,Mon-Fri 7:00 AM-11:00 PM; Sat 8:00 AM-11:00 PM; Sun 9:00 AM-10:00 PM,"http://www.subway.com
"
Black Angus Steakhouse,9905 Bridgeport Way SW,Lakewood,WA,98499,(253) 582-6900,"Steak,American,Traditional,Seafood,Ribs",2,4,Mon-Fri 4:00 PM-10:00 PM; Sat 3:00 PM-10:00 PM; Sun 12:00 PM-9:00 PM,"http://www.blackangus.com/
"
Jack In The Box,8814 S Tacoma Way,Lakewood,WA,98499,(253) 581-7244,"Fast Food,Burgers",1,2.5,Open Daily 12:00 AM-12:00 AM,"http://www.jackinthebox.com
"
Casa Mia Italian Restaurant,7304 Lakewood Dr W,Lakewood,WA,98499,(253) 473-0400,"Italian,Pizza,Cafe,European,Noodle Bar",2,3.5,Mon-Thu 11:00 AM-9:00 PM; Fri-Sat 11:00 AM-10:00 PM; Sun 12:00 PM-9:00 PM,"http://www.casamiarestaurants.com/
"
Steeped In Comfort,11016 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 582-1336,"Tea,American,British,Cafe,Coffee",2,,Tue-Sat 11:00 AM-4:00 PM,"http://www.steepedincomfort.com
"
Burs Restaurant,6151 Steilacoom Blvd SW,Lakewood,WA,98499,(253) 588-4844,"American,Diner,Pub Food,Cafe,Traditional",1,3.5,Mon 5:00 AM-10:00 PM; Tue-Sun 6:00 AM-10:00 PM,"http://www.burstacoma.com/
"
Delong's Deluxe,8901 Bridgeport Way SW,Lakewood,WA,98499,(253) 301-0282,"Burgers,Hot Dogs,Fast Food,American",2,4,Open Daily 11:00 AM-8:00 PM,"http://www.delongsdeluxe.com
"
La Palma Mexican Restaurant,5701 Lakewood Towne Center Blvd SW,Lakewood,WA,98499,(253) 582-8349,"Mexican,Pub Food,American,Tex Mex,Cafe",1,3,Mon-Thu 11:00 AM-10:30 PM; Fri 11:00 AM-10:00 PM; Sat-Sun 11:00 AM-10:30 PM,"http://www.lapalma-mexican-restaurant.com/
"
Pizza Hut,15110 Union Ave SW,Lakewood,WA,98498,(253) 582-8000,"Pizza,Fast Food,American,Cafe,European",1,4.5,Mon-Thu 11:00 AM-11:00 PM; Fri-Sat 11:00 AM-11:59 PM; Sun 11:00 AM-11:00 PM,"http://www.pizzahut.com/
"
Carrs Restaurant,11006 Bridgeport Way SW,Lakewood,WA,98499,(253) 584-4622,"American,Cafe,Traditional,Burgers,Sandwiches",1,4,Mon-Thu 6:00 AM-9:00 PM; Fri 6:00 AM-10:00 PM; Sat 7:00 AM-10:00 PM; Sun 8:00 AM-8:00 PM,"http://www.carrsrestaurant.net
"
Tijuana Taco Restaurant,10005 Bristol Ave SW,Lakewood,WA,98499,(253) 588-4621,"Mexican,Fast Food,American,Cafe,Vegetarian",1,4,Mon-Fri 10:30 AM-8:00 PM; Sat-Sun 11:00 AM-8:00 PM,"http://www.tijuanatacorestaurant.com
"
Cho Dang Tofu,9601 S Tacoma Way,Lakewood,WA,98499,(253) 682-1968,"Korean,Asian,Organic",2,4.5,Open Daily 10:00 AM-10:00 PM,"http://calendar.thenewstribune.com
"
Red Robin Gourmet Burgers,10311 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 588-2888,"Burgers,American,Salad,Sandwiches,Soup",2,4,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.redrobin.com/
"
Moonrise Cafe,6020 Main St SW,Lakewood,WA,98499,(253) 983-9999,"Cafe,American,Vegetarian,Ice Cream,Sandwiches",1,5,Mon-Fri 7:00 AM-2:00 PM,"http://www.themoonrisecafe.com
"
AAA Buffet,10310 S Tacoma Way,Lakewood,WA,98499,(253) 983-8833,"Chinese,Asian,American,Japanese",1,3.5,Open Daily 11:00 AM-9:30 PM,"http://www.aaabuffettacoma.com/
"
Cold Stone Creamery,10417 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 589-8646,"Ice Cream,Frozen Yogurt,American,Cafe",1,3.5,Mon-Thu 11:30 AM-9:00 PM; Fri-Sat 11:30 AM-10:00 PM; Sun 11:30 AM-9:00 PM,"http://www.coldstonecreamery.com/
"
Green Coconut Tree,8813 Edgewater Dr SW,Lakewood,WA,98499,(253) 473-4444,"Vietnamese,Caribbean,Chinese,Cajun,Coffee",1,3.5,Mon-Sat 10:00 AM-9:00 PM; Sun 10:00 AM-6:00 PM,"http://greencoconuttree.yolasite.com/
"
Sunny Teraki,10509 Bridgeport Way SW,Lakewood,WA,98499,(253) 584-4839,"Japanese,Asian,Sushi,Cafe",1,5,Mon-Sat 11:00 AM-10:00 PM,"http://www.sunnyteriyaki7.com/
"
KFC,15116 Union Ave SW,Lakewood,WA,98498,(253) 588-2565,"Fast Food,Chicken",1,3,Open Daily 10:30 AM-10:00 PM,"http://www.kfc.com
"
El Toro,12914 Pacific Hwy SW,Lakewood,WA,98499,(253) 588-5888,"Mexican,American,Latin American,Burgers,Chicken",2,5,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.eltorofamily.com
"
Oaktree Food & Drink Company,8011 Steilacoom Blvd SW,Lakewood,WA,98498,(253) 582-2220,"American,Burgers,Pub Food,Sandwiches",1,3,"Open Daily 12:00 AM-2:00 AM, 8:00 AM-11:59 PM","http://www.theoaktrees.com/
"
Cham Korean BBQ Buffet,10518 S Tacoma Way,Lakewood,WA,98499,(253) 584-2287,"Barbecue,Korean,Asian,Japanese,International",2,4.5,Tue-Sat 11:00 AM-9:30 PM; Sun 1:00 PM-9:00 PM,"http://www.gardenkoreancuisine.com/
"
Palace Restaurant,8718 S Tacoma Way,Lakewood,WA,98499,(253) 581-0880,"Korean,Grill,Asian,Barbecue,American",2,3.5,Open Daily 11:00 AM-11:59 PM,"http://www.palacebbq.com/
"
McDonald's,15004 Union Ave SW,Lakewood,WA,98498,(253) 588-2415,"Fast Food,Burgers",1,1,Open Daily 12:00 AM-12:00 AM,"http://www.mcdonalds.com
"
Pizza Casa,12924 Pacific Hwy SW,Lakewood,WA,98499,(253) 588-8135,"Pizza,Italian,European,Sandwiches,Subs",2,3.5,Mon-Thu 4:00 PM-10:00 PM; Fri-Sat 4:00 PM-11:00 PM; Sun 2:00 PM-10:00 PM,"http://www.pizzacasa.com
"
Forza Coffee,10240 Bridgeport Way SW,Lakewood,WA,98499,(253) 581-6701,"Coffee,Bagels,Cafe,Tea",1,4.5,Mon-Sat 7:00 AM-9:00 PM; Sun 11:00 AM-7:00 PM,"http://www.forzacoffeecompany.com
"
Great American Casino,10117 S Tacoma Way,Lakewood,WA,98499,(253) 396-0500,"American,Steak,Traditional",2,3.5,"Open Daily 12:00 AM-6:00 AM, 10:00 AM-11:59 PM","http://www.greatamericancasino.com
"
Papa John's Pizza,5700 100th St SW,Lakewood,WA,98499,(253) 589-2020,Pizza,1,2.5,Open Daily 10:00 AM-9:40 PM,"http://www.papajohns.com
"
Olympus Restaurant,8615 S Tacoma Way,Lakewood,WA,98499,(253) 588-3355,Greek,2,5,Mon-Thu 9:00 AM-10:00 PM; Fri-Sat 9:00 AM-11:59 PM,"http://www.olympusspa.com
"
Panda Express,10417 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 589-3368,"Chinese,Asian,Fast Food,American,Chicken",1,3,Mon-Thu 11:00 AM-9:00 PM; Fri-Sat 11:00 AM-9:30 PM; Sun 11:00 AM-9:00 PM,"http://www.pandaexpress.com/
"
Domino's Pizza,10112 Bridgeport Way SW,Lakewood,WA,98499,(253) 581-3531,Pizza,1,4.5,"Mon-Fri 10:00 AM-11:59 PM; Sat-Sun 12:00 AM-1:00 AM, 10:00 AM-11:59 PM","http://www.dominos.com
"
House of Donuts of Lakewood,9638 Gravelly Lake Dr SW,Lakewood,WA,98499,(253) 588-2647,"Donuts,Bakery,Bagels,Cafe",1,4.5,Open Daily 6:00 AM-6:00 PM,"http://www.thehouseofdonuts.com/
"
Long Beach Cafe Restaurant,10114 Bridgeport Way SW,Lakewood,WA,98499,(253) 565-3269,"Cafe,Vietnamese,Thai,Asian",2,3.5,Mon-Thu 10:00 AM-9:00 PM; Fri-Sat 10:00 AM-9:30 PM; Sun 11:00 AM-8:00 PM,"http://www.chow.com/profile/1159290
"
Baskin-Robbins,6125 100th St SW,Lakewood,WA,98499,(253) 584-1180,"Ice Cream,Frozen Yogurt,Donuts,Coffee,Juices",1,3,Open Daily 11:00 AM-10:00 PM,"http://www.baskinrobbins.com/
"
Taco Time,10507 S Tacoma Way,Lakewood,WA,98499,(253) 588-0755,"Mexican,Fast Food,Pizza,Tex Mex,American",1,3.5,Open Daily 10:00 AM-10:00 PM,"http://www.tacotimenw.com
"
Wendy's,10619 Pacific Hwy SW,Lakewood,WA,98499,(253) 589-2280,"Fast Food,Burgers",1,2.5,"Open Daily 12:00 AM-1:00 AM, 9:00 AM-11:59 PM","http://www.wendys.com
"
Macau Casino,9811 S Tacoma Way,Lakewood,WA,98499,(253) 983-1777,"American,Asian,Pub Food,Traditional",2,4.5,"Open Daily 12:00 AM-7:00 AM, 10:00 AM-11:59 PM","http://casino-caribbean.net/macau/index.html
"
Mazatlan Restaurant,10518 S Tacoma Way,Lakewood,WA,98499,(253) 588-8817,"Mexican,American,Cafe,Latin American,Chicken",2,3,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.elmazatlan.com
"
Deja Vu Showgirls,8920 S Tacoma Way,Lakewood,WA,98499,(253) 589-8656,"American,Pub Food",2,2.5,"Mon-Sat 12:00 AM-2:00 AM, 11:00 AM-11:59 PM; Sun 12:00 AM-2:00 AM, 2:00 PM-11:59 PM","http://www.dejavu-tacoma.com
"
Best Burgers,7714 Custer Rd W,Lakewood,WA,98499,(253) 472-0736,"Burgers,Fast Food,Sandwiches,Hot Dogs,Seafood",1,3.5,Mon-Thu 7:00 AM-9:00 PM; Fri 7:00 AM-10:00 PM; Sat 9:00 AM-10:00 PM; Sun 9:00 AM-8:00 PM,"http://bestburgersoflakewood.com/home.html
"
Mama Stortini's,3207 E Main,Puyallup,WA,98372,(253) 845-7569,"Italian,Seafood,European,American,Ice Cream",2,4,Mon-Thu 11:00 AM-9:30 PM; Fri-Sat 11:00 AM-10:30 PM; Sun 11:00 AM-9:30 PM,"http://www.mamastortinis.com/
"
Anthem Coffee & Tea,210 W Pioneer,Puyallup,WA,98371,(253) 881-1445,"Coffee,Tea",1,4,Mon-Fri 5:30 AM-9:00 PM; Sat-Sun 7:00 AM-8:00 PM,"http://www.myanthemcoffee.com
"
Powerhouse Restaurant & Brewery,454 E Main,Puyallup,WA,98372,(253) 845-1370,"American,Pub Food,Burgers,Cafe,Traditional",1,3.5,Mon-Thu 11:00 AM-9:00 PM; Fri-Sat 11:00 AM-10:00 PM; Sun 11:00 AM-9:00 PM,"http://www.powerhousebrewpub.com/
"
Trackside Pizza,201 N Meridian,Puyallup,WA,98371,(253) 845-7437,"Pizza,American,Sandwiches,Italian,Coffee",2,4,Open Daily 11:00 AM-10:00 PM,"http://www.pizzatrackside.com
"
Outback Steakhouse,12920 Meridian E,Puyallup,WA,98373,(253) 864-7725,"Diner,Steak",2,3.5,Mon-Thu 4:00 PM-10:00 PM; Fri 4:00 PM-11:00 PM; Sat 11:00 AM-11:00 PM; Sun 12:00 PM-9:00 PM,"http://www.outback.com
"
Applebee's,3510 S Meridian,Puyallup,WA,98373,(253) 840-4000,"Grill,American,Burgers,Steak,Salad",2,2,"Mon-Fri 11:00 AM-11:59 PM; Sat-Sun 12:00 AM-1:00 AM, 10:00 AM-11:59 PM","http://www.applebees.com
"
Ayothaya Thai Cuisine,4102 S Meridian,Puyallup,WA,98373,(253) 841-7599,"Thai,Asian,Coffee,Donuts",1,4.5,Mon-Thu 11:00 AM-9:30 PM; Fri-Sat 11:00 AM-10:00 PM; Sun 11:00 AM-9:30 PM,"http://www.hellothaifood.com/ayothaya.html
"
McDonald's,4603 S Meridian,Puyallup,WA,98373,(253) 841-4121,"Fast Food,Burgers",1,1.5,Open Daily 5:00 AM-11:00 PM,"http://www.mcdonalds.com
"
Charlie's Restaurant,113 E Main,Puyallup,WA,98372,(253) 845-0588,"American,Pub Food,Cafe,Burgers,Gastropub",2,4,"Mon-Thu 8:00 AM-10:00 PM; Fri 8:00 AM-11:59 PM; Sat 12:00 AM-2:00 AM, 8:00 AM-11:59 PM; Sun 12:00 AM-2:00 AM, 8:00 AM-10:00 PM","http://charliesofpuyallup.com
"
Olive Garden,3803 9th St SW,Puyallup,WA,98373,(253) 435-7446,Italian,2,4,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.olivegarden.com
"
Cattin's Family Dining,105 9th Ave SW,Puyallup,WA,98371,(253) 848-3494,"American,Traditional,Diner,Burgers,Seafood",2,3.5,Mon-Wed 6:30 AM-10:00 PM; Thu-Sat 12:00 AM-11:59 PM; Sun 7:00 AM-10:00 PM,"http://www.cattinsrestaurant.com/
"
Jamba Juice,3803 S Meridian,Puyallup,WA,98373,(253) 770-2529,"Smoothies,American,Juices,Healthy,Ice Cream",1,3.5,Mon-Fri 6:30 AM-8:30 PM; Sat 8:00 AM-8:30 PM; Sun 8:00 AM-8:00 PM,"http://www.jambajuice.com/
"
Starbucks,3705 S Meridian,Puyallup,WA,98373,(253) 435-9804,"Cafe,Coffee,Tea",1,4,Mon-Sat 4:30 AM-10:00 PM; Sun 5:00 AM-9:00 PM,"http://www.starbucks.com
"
Dairy Queen,15414 Meridian E,Puyallup,WA,98375,(253) 435-8669,"Ice Cream,Burgers,Fast Food",1,4,Mon-Thu 11:00 AM-9:00 PM; Fri-Sat 11:00 AM-9:30 PM; Sun 11:00 AM-9:00 PM,"http://www.dairyqueen.com
"
Taco Bell,12223 Meridian E,Puyallup,WA,98373,(253) 841-4685,"Fast Food,Mexican",1,2,"Mon-Fri 12:00 AM-1:00 AM, 10:00 AM-11:59 PM; Sat-Sun 12:00 AM-2:00 AM, 10:00 AM-11:59 PM","http://www.tacobell.com
"
IHOP,13333 Meridian E,Puyallup,WA,98373,(253) 445-2445,"American,Burgers,Contemporary",2,2.5,Mon-Thu 6:00 AM-10:00 PM; Fri-Sat 6:00 AM-11:59 PM; Sun 6:00 AM-10:00 PM,"http://www.ihop.com/
"
Papa John's Pizza,17528 Meridian E,Puyallup,WA,98375,(253) 841-3333,Pizza,1,3.5,Open Daily 10:00 AM-9:40 PM,"http://www.papajohns.com
"
Wendy's,4113 S Meridian,Puyallup,WA,98373,(253) 841-1597,"Fast Food,Burgers",1,3,"Open Daily 12:00 AM-1:00 AM, 9:00 AM-11:59 PM","http://www.wendys.com
"
Subway,4621 S Meridian,Puyallup,WA,98373,(253) 848-9299,"Fast Food,Sandwiches,Subs",1,1,Mon-Thu 7:00 AM-9:00 PM; Fri 7:00 AM-10:00 PM; Sat 8:00 AM-10:00 PM; Sun 8:00 AM-9:00 PM,"http://www.subway.com
"
Burger King,17524 Meridian E,Puyallup,WA,98375,(253) 840-5295,"Fast Food,Burgers",1,2,"Mon 12:00 AM-1:00 AM, 6:00 AM-11:00 PM; Tue-Fri 6:00 AM-11:00 PM; Sat 6:00 AM-11:59 PM; Sun 12:00 AM-1:00 AM, 6:00 AM-11:59 PM","http://www.burgerking.com
"
Jack In The Box,705 S Meridian,Puyallup,WA,98371,(253) 435-6071,"Fast Food,Burgers",1,3,Open Daily 12:00 AM-11:59 PM,"http://www.jackinthebox.com
"
Bean Tree,745 River Rd,Puyallup,WA,98371,(253) 841-8141,"Coffee,Cafe,Tea",1,4,Open Daily 12:00 PM-3:00 PM,"http://www.agr.wa.gov/
"
Buffalo Wild Wings,13215 Meridian E Longston Pl,Puyallup,WA,98374,(253) 845-5672,"Wings,Grill,American,Barbecue,Traditional",2,3.5,"Mon 11:00 AM-11:59 PM; Tue-Sun 12:00 AM-2:00 AM, 11:00 AM-11:59 PM","http://www.buffalowildwings.com
"
HG Bistro,1618 E Main,Puyallup,WA,98372,(253) 845-5747,"Bistro,American,Cafe,Seafood,Healthy",2,4,Mon-Thu 11:30 AM-9:30 PM; Fri-Sat 11:30 AM-11:00 PM; Sun 11:30 AM-9:00 PM,"http://www.hgbistro.com
"
Shari's Restaurant,10904 Canyon Rd E,Puyallup,WA,98373,(253) 539-0417,"American,Diner,Salad,Sandwiches,Soup",1,3,Open Daily 12:00 AM-11:59 PM,"https://www.sharis.com
"
Cinnabon,3500 S Meridian,Puyallup,WA,98373,(253) 840-2677,Bakery,1,3,Mon-Sat 10:00 AM-9:00 PM; Sun 10:00 AM-6:00 PM,"http://www.cinnabon.com
"
MOD Pizza,10301 156th St E,Puyallup,WA,98374,(253) 864-6663,"Pizza,Fast Food",1,4.5,Mon-Thu 10:30 AM-10:00 PM; Fri-Sat 10:30 AM-11:00 PM; Sun 10:30 AM-10:00 PM,"http://modpizza.com/locations/puyallup/
"
Main Garden Restaurant,1106 E Main,Puyallup,WA,98372,(253) 848-7222,"Chinese,Asian,Cafe,American,Seafood",2,4,Mon-Thu 11:30 AM-10:00 PM; Fri 11:30 AM-11:00 PM; Sat 12:00 PM-11:00 PM; Sun 3:00 PM-10:00 PM,"http://maingarden.net/
"
House of Kee,15305 Meridian E,Puyallup,WA,98375,(253) 848-4899,"Chinese,Asian,Cafe",2,3,"Mon 4:00 PM-10:30 PM; Wed-Thu 4:00 PM-10:30 PM; Fri 4:00 PM-11:59 PM; Sat 12:00 AM-1:30 AM, 12:00 PM-11:59 PM; Sun 12:00 AM-1:30 AM, 12:00 PM-10:30 PM","http://www.houseofkee.com
"
Sparks Firehouse Deli,621 5th St SW,Puyallup,WA,98371,(253) 840-3354,"Deli,Pizza,Sandwiches,Cafe,Coffee",1,3.5,Mon-Thu 10:30 AM-8:00 PM; Fri-Sat 7:00 AM-11:00 PM; Sun 7:00 AM-8:00 PM,"http://www.sparksfirehousedeli.com
"
Iron Chef,4301 S Meridian,Puyallup,WA,98373,(253) 848-3759,"Japanese,Steak,Asian,Chinese,Sushi",2,4,"Mon-Fri 11:30 AM-2:30 PM, 4:30 PM-10:00 PM; Sat 1:00 PM-10:00 PM; Sun 1:00 PM-9:00 PM","http://www.ironchefsteakhouse.com
"
The Loose Wheel Bar & Grill,715 River Rd,Puyallup,WA,98371,(253) 848-4444,"Grill,American,Pub Food,Contemporary",2,4,"Open Daily 12:00 AM-2:00 AM, 8:00 AM-11:59 PM","http://www.theloosewheel.com/
"
Sonic Drive-In,13609 Meridian E,Puyallup,WA,98373,(253) 841-6820,"Fast Food,Burgers",1,4,"Mon-Fri 7:00 AM-11:59 PM; Sat-Sun 12:00 AM-2:00 AM, 7:00 AM-11:59 PM","http://www.sonicdrivein.com/
"
Panera Bread,3610 S Meridian,Puyallup,WA,98373,(253) 445-6590,"American,Sandwiches,Soup,Bakery",1,4,Mon-Sat 6:00 AM-10:00 PM; Sun 7:00 AM-9:00 PM,"http://www.panerabread.com
"
Oasis Cafe At Sunrise,11102 Sunrise Blvd E,Puyallup,WA,98374,(253) 840-2656,"Cafe,Coffee,Diner,Tea,Sandwiches",1,5,Mon-Thu 6:30 AM-6:00 PM; Fri 6:30 AM-9:00 PM; Sat 7:00 AM-4:00 PM,"http://www.sunriseoasis.com
"
Famous Dave's,3811 9th St SW,Puyallup,WA,98373,(253) 604-0340,"Barbecue,Southern,Burgers,Ribs,Wings",2,3.5,Open Daily 11:00 AM-11:59 PM,"http://www.famousdaves.com
"
Ram Restaurant & Brewery,103 35th Ave SE,Puyallup,WA,98374,(253) 841-3317,"American,Burgers,Traditional,Pub Food,Cafe",2,3.5,Mon-Thu 11:00 AM-11:00 PM; Fri-Sat 11:00 AM-12:00 PM; Sun 11:00 AM-11:00 PM,"http://www.theram.com/
"
Ricky J's,6805 176th St E,Puyallup,WA,98375,(253) 507-8182,"American,Diner,Cafe,Pizza,Traditional",2,3.5,"Mon-Fri 12:00 AM-2:00 AM, 10:00 AM-11:59 PM; Sat-Sun 12:00 AM-2:00 AM, 8:00 AM-11:59 PM","http://www.rickyjs.com/
"
Red Robin Gourmet Burgers,3609 9th St SW,Puyallup,WA,98373,(253) 840-9901,"Burgers,American,Sandwiches,Traditional,Pub Food",1,3.5,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.redrobin.com/
"
Jason's Restaurant,1402 S Meridian,Puyallup,WA,98371,(253) 845-7367,"American,Seafood,Steak,Cafe,Sandwiches",1,3.5,"Mon-Fri 6:00 AM-11:59 PM; Sat-Sun 12:00 AM-1:00 AM, 6:00 AM-11:59 PM","http://jasonsrestaurant.com
"
Five Guys Burgers & Fries,1002 N Meridian,Puyallup,WA,98371,(253) 446-6183,"Burgers,American,Cafe",1,4,Open Daily 11:00 AM-10:00 PM,"http://www.fiveguys.com/
"
Karma Indian Cuisine and Lounge,12623 Meridian E,Puyallup,WA,98373,(253) 770-6276,"Indian,Vegetarian,Mexican,Thai",2,4.5,"Mon-Fri 12:00 AM-2:00 AM, 11:30 AM-11:59 PM; Sat-Sun 12:00 AM-2:00 AM, 12:00 PM-11:59 PM","http://www.karmaindianrestaurant.net/
"
Denny's,626 S Hill Park Dr,Puyallup,WA,98373,(253) 848-8575,"American,Diner,Coffee,Traditional,Burgers",1,3.5,Open Daily 12:00 AM-11:59 PM,"http://www.dennys.com/
"
Cold Stone Creamery,13333 Meridian E,Puyallup,WA,98373,(253) 845-2000,"Ice Cream,Frozen Yogurt,Fast Food,Smoothies,American",1,4.5,Mon-Thu 12:00 PM-9:30 PM; Fri-Sat 12:00 PM-11:00 PM; Sun 12:00 PM-9:30 PM,"http://www.coldstonecreamery.com/
"
Summit Pub,9502 Canyon Rd E,Puyallup,WA,98371,(253) 536-1588,Pub Food,1,5,"Open Daily 12:00 AM-2:00 AM, 10:00 AM-11:59 PM","http://www.thesummitpub.com
"
Forever Sushi,4301 S Meridian,Puyallup,WA,98373,(253) 268-0335,"Sushi,Asian,Japanese",1,4.5,Mon-Thu 11:00 AM-9:00 PM; Fri-Sat 11:00 AM-10:00 PM; Sun 11:00 AM-9:00 PM,"http://fspuyallup.com
"
Bob's Burgers and Brew,15706 Meridian E,Puyallup,WA,98375,(253) 268-0496,"Burgers,American",2,4.5,Mon-Thu 11:00 AM-10:00 PM; Fri-Sat 11:00 AM-11:00 PM; Sun 11:00 AM-10:00 PM,"http://www.bobsburgersandbrew.com/
"
Mrs Turner's Restaurant,701 E Main,Puyallup,WA,98372,(253) 848-7761,"American,Cafe,Traditional,Diner",2,3.5,Open Daily 6:00 AM-8:00 PM,"http://www.hometownbuffet.com/
"
Chili Thai Restaurant,3712 9th St SW,Puyallup,WA,98373,(253) 864-7005,"Thai,Asian,Continental,Chicken,Oysters",1,5,Mon-Thu 11:00 AM-9:00 PM; Fri-Sat 11:00 AM-10:00 PM; Sun 12:00 PM-9:00 PM,"http://www.chilithai.com/
"
Wok and Teriyaki House,311 River Rd,Puyallup,WA,98371,(253) 770-4988,"Chinese,Asian,Pan Asian,American",1,4.5,Mon-Sat 9:30 AM-9:30 PM; Sun 9:30 AM-9:00 PM,"http://www.bk.com
"
